transaction_id,date,bank,region,transaction_type,amount,status,processing_time_hrs
TXN00738,2023-09-15,Kotak,West,RTGS,28913.74,Completed,1.12
TXN00739,2024-01-07,Axis,North,IMPS,23655.98,Pending,4.24
TXN00740,2023-10-12,HDFC,East,UPI,31058.05,Completed,6.48
TXN00741,2024-02-20,Kotak,East,NEFT,17932.26,Completed,4.47
TXN00742,2024-06-28,Axis,West,IMPS,68838.87,Completed,2.54
TXN00743,2024-07-29,SBI,East,SWIFT,34930.14,Completed,1.76
TXN00744,2024-05-20,HDFC,Central,UPI,13212.13,Completed,2.34
TXN00745,2024-10-25,HDFC,West,IMPS,114916.99,Pending,5.6
TXN00746,2023-08-09,SBI,North,NEFT,24216.59,Failed,0.58
TXN00747,2023-06-04,SBI,West,RTGS,39214.12,Pending,1.53
TXN00748,2024-03-17,HDFC,South,SWIFT,118474.78,Completed,2.34
TXN00749,2024-03-10,SBI,West,NEFT,48939.97,Failed,2.27
TXN00750,2023-09-27,ICICI,East,UPI,6215.73,Completed,0.58
TXN00751,2023-12-28,Axis,East,UPI,140530.83,Failed,1.77
TXN00752,2024-02-21,Axis,Central,RTGS,49403.85,Pending,3.18
TXN00753,2024-08-03,Axis,Central,RTGS,20391.32,Completed,1.29
TXN00754,2024-11-28,ICICI,Central,SWIFT,7498.84,Completed,3.15
TXN00755,2023-04-23,SBI,North,SWIFT,79000.07,Pending,0.89
TXN00756,2024-06-04,Kotak,Central,RTGS,48388.78,Completed,5.59
TXN00757,2024-08-22,SBI,North,RTGS,38120.69,Failed,1.53
TXN00758,2023-04-04,HDFC,Central,UPI,112165.17,Completed,1.81
TXN00759,2023-07-04,Axis,North,RTGS,77699.5,Pending,0.06
TXN00760,2024-11-01,SBI,West,IMPS,8224.57,Completed,0.37
TXN00761,2024-08-16,Kotak,West,NEFT,18678.13,Failed,2.0
TXN00762,2023-04-15,HDFC,East,RTGS,14283.48,Pending,1.09
TXN00763,2023-02-03,ICICI,North,SWIFT,68118.4,Completed,1.42
TXN00764,2023-05-12,ICICI,South,IMPS,1705.38,Pending,0.13
TXN00765,2024-06-23,Kotak,East,SWIFT,42185.68,Failed,3.59
TXN00766,2024-05-12,HDFC,West,IMPS,71870.69,Pending,3.07
TXN00767,2024-03-14,Axis,North,RTGS,104683.37,Completed,0.41
TXN00768,2023-07-19,SBI,Central,NEFT,20933.73,Failed,2.01
TXN00769,2024-04-03,HDFC,South,SWIFT,86090.4,Pending,3.41
TXN00770,2024-07-20,ICICI,West,IMPS,5862.19,Completed,2.05
TXN00771,2023-01-14,Kotak,East,UPI,93687.2,Pending,0.74
TXN00772,2023-07-11,Kotak,North,RTGS,6818.98,Completed,2.13
TXN00773,2023-04-10,SBI,South,NEFT,25315.73,Completed,0.47
TXN00774,2023-09-11,Kotak,North,RTGS,79800.27,Completed,0.77
TXN00775,2023-01-08,Kotak,Central,UPI,8121.09,Completed,0.55
TXN00776,2024-05-27,HDFC,East,NEFT,13019.65,Completed,1.63
TXN00777,2024-11-29,Axis,North,UPI,64052.15,Completed,0.23
TXN00778,2023-11-08,SBI,West,RTGS,63654.81,Failed,5.42
TXN00779,2024-12-04,HDFC,East,IMPS,51242.21,Completed,0.81
TXN00780,2024-11-22,Axis,West,RTGS,59200.09,Completed,0.49
TXN00781,2024-10-10,HDFC,North,RTGS,39123.46,Pending,1.37
TXN00782,2024-12-15,HDFC,East,RTGS,14504.18,Completed,0.65
TXN00783,2024-05-04,Kotak,West,SWIFT,21209.16,Completed,1.53
TXN00784,2024-01-22,Axis,Central,UPI,10020.06,Completed,0.86
TXN00785,2024-01-21,SBI,Central,UPI,119543.81,Failed,0.28
TXN00786,2023-05-16,SBI,North,UPI,43780.45,Completed,0.62
TXN00787,2024-03-13,Axis,East,SWIFT,25612.28,Failed,1.15
TXN00788,2023-02-05,Kotak,South,IMPS,30995.38,Completed,0.06
TXN00789,2024-03-17,ICICI,East,RTGS,147141.19,Completed,2.94
TXN00790,2023-11-06,HDFC,Central,IMPS,8323.48,Pending,1.94
TXN00791,2024-10-16,Kotak,West,SWIFT,44122.23,Failed,1.84
TXN00792,2023-09-19,Axis,South,UPI,35249.72,Failed,1.58
TXN00793,2023-02-07,HDFC,North,RTGS,47267.22,Completed,1.78
TXN00794,2024-11-23,SBI,South,NEFT,913.81,Completed,5.46
TXN00795,2023-07-31,ICICI,North,NEFT,102834.68,Pending,0.02
TXN00796,2024-03-18,SBI,South,IMPS,134499.43,Completed,0.1
TXN00797,2024-04-27,Axis,North,UPI,41635.77,Completed,0.43
TXN00798,2024-05-07,HDFC,North,NEFT,59643.54,Completed,0.37
TXN00799,2024-04-21,Axis,South,IMPS,127873.47,Completed,0.4
TXN00800,2023-11-05,HDFC,South,SWIFT,61419.87,Completed,2.23
TXN00801,2023-08-26,Kotak,North,IMPS,8275.53,Failed,1.23
TXN00802,2024-06-24,ICICI,Central,IMPS,42935.11,Completed,9.6
TXN00803,2023-03-28,Kotak,South,IMPS,46661.04,Pending,0.51
TXN00804,2023-09-08,Kotak,East,RTGS,27593.73,Failed,0.74
TXN00805,2024-08-07,Axis,West,IMPS,66674.52,Failed,8.3
TXN00806,2023-08-21,ICICI,North,IMPS,136183.84,Completed,3.56
TXN00807,2024-04-29,HDFC,North,RTGS,129893.81,Failed,1.27
TXN00808,2023-08-12,HDFC,West,RTGS,29968.21,Completed,1.62
TXN00809,2024-10-11,SBI,Central,SWIFT,6008.94,Completed,3.71
TXN00810,2023-07-21,HDFC,West,UPI,209458.7,Completed,1.31
TXN00811,2023-09-08,Axis,South,NEFT,91285.91,Completed,0.46
TXN00812,2023-11-19,Kotak,West,NEFT,6657.3,Completed,3.53
TXN00813,2023-01-12,Kotak,North,IMPS,126815.4,Completed,1.54
TXN00814,2024-03-10,Kotak,West,SWIFT,101971.2,Failed,0.33
TXN00815,2024-07-12,ICICI,East,IMPS,36577.57,Pending,1.41
TXN00816,2024-01-07,HDFC,South,NEFT,44735.69,Completed,1.07
TXN00817,2024-09-05,Axis,West,RTGS,25458.24,Completed,4.19
TXN00818,2023-04-07,ICICI,North,UPI,2815.91,Pending,0.27
TXN00819,2023-07-24,SBI,South,SWIFT,20413.24,Failed,4.16
TXN00820,2024-09-21,Axis,North,RTGS,81190.4,Completed,1.44
TXN00821,2024-06-07,Axis,Central,UPI,232.14,Completed,1.04
TXN00822,2023-10-22,Axis,East,SWIFT,20285.69,Completed,0.35
TXN00823,2024-10-16,Kotak,Central,SWIFT,25388.9,Completed,2.41
TXN00824,2023-12-06,Axis,East,NEFT,38544.15,Completed,5.23
TXN00825,2023-09-24,HDFC,West,RTGS,126196.27,Pending,0.94
TXN00826,2023-07-28,Axis,South,SWIFT,21258.86,Completed,0.55
TXN00827,2023-05-07,Kotak,West,SWIFT,21305.32,Failed,1.62
TXN00828,2023-06-24,Axis,East,UPI,66875.45,Completed,3.18
TXN00829,2024-04-20,SBI,East,NEFT,30093.89,Pending,0.01
TXN00830,2023-04-02,SBI,East,IMPS,12719.12,Completed,2.0
TXN00831,2024-09-22,Kotak,North,NEFT,30114.12,Completed,1.82
TXN00832,2023-03-19,HDFC,South,IMPS,7591.0,Completed,0.77
TXN00833,2024-11-12,HDFC,West,RTGS,9702.73,Failed,1.2
TXN00834,2024-03-27,ICICI,West,RTGS,34494.4,Failed,0.57
TXN00835,2024-02-26,Kotak,Central,SWIFT,27143.81,Completed,3.12
TXN00836,2023-09-14,Axis,East,RTGS,123164.64,Completed,2.01
TXN00837,2023-08-10,Kotak,East,SWIFT,22501.73,Failed,1.52
TXN00838,2024-06-05,ICICI,East,NEFT,43445.12,Pending,1.0
TXN00839,2023-06-20,Kotak,West,RTGS,50019.54,Completed,0.69
TXN00840,2023-11-19,Kotak,Central,NEFT,13180.94,Completed,3.46
TXN00841,2023-10-11,ICICI,North,NEFT,54463.41,Completed,1.2
TXN00842,2024-07-10,HDFC,South,RTGS,9802.93,Failed,1.39
TXN00843,2023-09-01,Axis,North,NEFT,162299.91,Completed,1.47
TXN00844,2023-04-29,ICICI,West,RTGS,8047.35,Completed,1.19
TXN00845,2024-03-01,SBI,East,RTGS,26775.06,Completed,0.59
TXN00846,2023-05-28,HDFC,South,RTGS,4460.67,Pending,0.26
TXN00847,2024-05-02,SBI,West,IMPS,288404.08,Completed,0.21
TXN00848,2023-10-10,HDFC,West,NEFT,34877.34,Completed,2.83
TXN00849,2024-12-21,Axis,West,UPI,45240.97,Pending,0.51
TXN00850,2023-05-06,Axis,South,RTGS,3471.6,Completed,0.11
TXN00851,2023-05-15,Kotak,South,NEFT,69306.81,Failed,3.19
TXN00852,2023-10-06,SBI,Central,SWIFT,11780.14,Failed,0.33
TXN00853,2024-08-17,HDFC,Central,RTGS,114165.74,Completed,1.96
TXN00854,2024-02-20,Axis,North,RTGS,11479.44,Completed,0.83
TXN00855,2023-12-21,ICICI,South,UPI,10578.52,Completed,0.27
TXN00856,2023-06-01,Axis,South,IMPS,1861.72,Failed,1.07
TXN00857,2024-08-10,ICICI,South,IMPS,31939.29,Completed,0.03
TXN00858,2023-07-06,HDFC,Central,RTGS,41602.21,Failed,3.68
TXN00859,2023-02-12,Axis,West,NEFT,3398.35,Pending,1.44
TXN00860,2023-06-07,Axis,East,SWIFT,74700.13,Failed,0.3
TXN00861,2024-04-12,HDFC,Central,SWIFT,30191.73,Failed,0.54
TXN00862,2024-04-29,Axis,South,NEFT,37157.88,Pending,1.19
TXN00863,2023-06-22,ICICI,Central,RTGS,29059.07,Completed,0.42
TXN00864,2023-01-25,Axis,North,SWIFT,25604.91,Failed,0.63
TXN00865,2024-07-17,SBI,South,IMPS,41008.17,Completed,1.53
TXN00866,2024-09-29,Kotak,North,NEFT,8435.15,Failed,3.57
TXN00867,2023-07-05,ICICI,South,UPI,10040.25,Completed,1.03
TXN00868,2023-03-14,SBI,Central,RTGS,98947.47,Pending,2.52
TXN00869,2024-06-30,HDFC,West,NEFT,146045.59,Failed,4.19
TXN00870,2023-05-26,ICICI,East,SWIFT,23365.11,Pending,0.49
TXN00871,2024-05-19,Kotak,North,RTGS,15786.57,Pending,3.29
TXN00872,2023-11-08,Kotak,Central,IMPS,51641.16,Completed,2.83
TXN00873,2023-04-16,HDFC,West,RTGS,26274.48,Failed,0.88
TXN00874,2023-03-19,HDFC,Central,RTGS,25714.15,Completed,9.12
TXN00875,2024-05-22,ICICI,North,IMPS,8489.18,Completed,0.61
TXN00876,2023-05-07,Axis,East,IMPS,62934.16,Failed,0.59
TXN00877,2024-12-11,HDFC,Central,RTGS,53782.49,Completed,2.96
TXN00878,2024-06-29,Axis,South,IMPS,1373.49,Completed,1.14
TXN00879,2024-04-04,SBI,West,NEFT,12549.65,Completed,0.8
TXN00880,2024-01-06,Kotak,Central,IMPS,13138.08,Completed,0.39
TXN00881,2023-03-29,Axis,West,IMPS,55720.74,Pending,2.9
TXN00882,2023-11-29,Kotak,South,RTGS,995.37,Completed,3.09
TXN00883,2023-06-04,Axis,East,NEFT,5496.8,Completed,1.67
TXN00884,2024-05-05,SBI,East,UPI,80450.92,Completed,6.31
TXN00885,2024-09-03,HDFC,South,UPI,9833.89,Pending,0.77
TXN00886,2023-05-23,SBI,West,SWIFT,52884.95,Failed,0.5
TXN00887,2023-01-31,HDFC,Central,IMPS,13602.43,Failed,2.26
TXN00888,2024-07-19,HDFC,South,IMPS,5237.0,Completed,2.84
TXN00889,2023-04-08,Kotak,North,NEFT,13930.98,Completed,0.51
TXN00890,2024-09-08,SBI,West,UPI,64054.74,Pending,0.16
TXN00891,2023-04-10,Axis,East,SWIFT,96791.82,Completed,3.33
TXN00892,2023-05-27,SBI,South,NEFT,88662.55,Pending,7.5
TXN00893,2024-07-17,Kotak,East,IMPS,25307.12,Completed,2.07
TXN00894,2024-03-02,HDFC,West,UPI,55143.84,Completed,0.65
TXN00895,2024-09-30,Kotak,East,SWIFT,229393.41,Completed,11.41
TXN00896,2024-09-02,ICICI,South,RTGS,17346.68,Completed,4.47
TXN00897,2023-11-29,ICICI,West,UPI,113329.93,Pending,1.44
TXN00898,2024-02-15,Axis,North,SWIFT,654.36,Completed,3.49
TXN00899,2023-02-10,Kotak,South,NEFT,4469.36,Completed,3.38
TXN00900,2024-09-12,Axis,Central,RTGS,11652.51,Completed,5.46
TXN00901,2024-11-17,Axis,South,SWIFT,1344.53,Completed,3.68
TXN00902,2023-04-30,ICICI,West,SWIFT,200203.0,Completed,2.06
TXN00903,2024-02-13,Axis,South,IMPS,43738.44,Completed,1.88
TXN00904,2023-01-21,ICICI,North,UPI,27359.32,Failed,1.26
TXN00905,2024-01-14,HDFC,North,IMPS,2231863.02,Completed,1.97
TXN00906,2024-03-02,Kotak,Central,RTGS,85034.8,Completed,3.17
TXN00907,2024-07-24,Axis,East,SWIFT,20913.64,Completed,6.95
TXN00908,2024-04-21,ICICI,West,IMPS,15016.31,Completed,1.26
TXN00909,2023-05-07,SBI,West,UPI,23876.99,Completed,1.71
TXN00910,2023-12-07,Axis,East,RTGS,44615.89,Failed,1.18
TXN00911,2023-02-16,HDFC,North,NEFT,15603.09,Completed,2.21
TXN00912,2023-04-14,HDFC,North,IMPS,48928.11,Failed,1.99
TXN00913,2024-06-03,SBI,South,RTGS,26331.8,Completed,0.04
TXN00914,2024-11-29,ICICI,Central,NEFT,40153.37,Completed,1.56
TXN00915,2023-11-01,Axis,Central,IMPS,28646.27,Completed,0.19
TXN00916,2024-06-30,ICICI,Central,RTGS,17440.0,Completed,0.05
TXN00917,2024-02-20,HDFC,South,RTGS,148263.36,Failed,3.13
TXN00918,2024-02-27,ICICI,Central,IMPS,72112.73,Pending,0.6
TXN00919,2023-11-12,HDFC,East,RTGS,7547.72,Completed,0.83
TXN00920,2023-02-10,ICICI,South,SWIFT,101425.25,Failed,0.13
TXN00921,2024-03-23,SBI,East,IMPS,33416.02,Completed,0.4
TXN00922,2023-05-27,Kotak,South,RTGS,112476.97,Completed,2.9
TXN00923,2023-11-12,SBI,Central,NEFT,80435.72,Completed,1.36
TXN00924,2023-05-14,SBI,East,NEFT,27687.83,Completed,4.25
TXN00925,2023-01-31,Kotak,East,SWIFT,1136.28,Completed,1.01
TXN00926,2023-07-06,Kotak,East,IMPS,15645.03,Completed,0.63
TXN00927,2023-06-28,Axis,South,RTGS,39004.39,Pending,0.85
TXN00928,2024-06-13,Axis,West,RTGS,50184.87,Completed,2.49
TXN00929,2024-05-19,SBI,Central,NEFT,14912.73,Completed,1.62
TXN00930,2024-01-27,SBI,East,SWIFT,7503.72,Completed,4.69
TXN00931,2023-11-29,HDFC,West,NEFT,90069.35,Failed,1.84
TXN00932,2024-02-08,HDFC,Central,NEFT,208031.21,Completed,1.36
TXN00933,2024-08-05,Axis,Central,SWIFT,37294.73,Pending,3.08
TXN00934,2023-05-15,Axis,East,IMPS,9417.74,Completed,5.9
TXN00935,2024-07-16,HDFC,East,RTGS,15893.82,Pending,0.88
TXN00936,2023-09-05,HDFC,South,IMPS,928.09,Pending,0.58
TXN00937,2024-05-15,ICICI,West,UPI,122844.43,Completed,1.92
TXN00938,2024-05-25,ICICI,West,UPI,6264.05,Completed,1.38
TXN00939,2023-01-31,HDFC,East,UPI,42962.03,Completed,9.05
TXN00940,2024-08-27,ICICI,Central,SWIFT,16014.07,Completed,1.24
TXN00941,2023-11-05,Kotak,East,NEFT,40391.78,Pending,0.15
TXN00942,2023-08-08,Axis,Central,IMPS,52694.43,Completed,7.58
TXN00943,2023-07-23,Axis,Central,RTGS,1770439.19,Failed,3.71
TXN00944,2024-01-28,HDFC,East,UPI,11560.13,Failed,0.39
TXN00945,2024-03-22,SBI,North,IMPS,552.84,Completed,4.7
TXN00946,2024-03-26,HDFC,West,UPI,7360.4,Completed,0.83
TXN00947,2024-09-09,ICICI,Central,UPI,115138.58,Completed,0.95
TXN00948,2024-01-15,SBI,Central,RTGS,103530.07,Failed,4.74
TXN00949,2024-10-16,ICICI,North,SWIFT,45492.22,Pending,1.51
TXN00950,2023-04-30,Kotak,South,NEFT,45879.19,Completed,0.3
TXN00951,2024-10-21,ICICI,North,SWIFT,54686.71,Completed,0.92
TXN00952,2024-08-06,Kotak,North,IMPS,9641.1,Failed,2.56
TXN00953,2024-12-02,Kotak,Central,SWIFT,122910.48,Completed,0.38
TXN00954,2024-12-02,ICICI,West,IMPS,27130.48,Failed,1.78
TXN00955,2024-07-31,ICICI,North,IMPS,24155.54,Pending,2.38
TXN00956,2023-02-24,Kotak,South,NEFT,36585.85,Completed,0.84
TXN00957,2024-12-21,SBI,East,RTGS,2405.23,Completed,2.37
TXN00958,2023-11-06,Kotak,North,NEFT,9093.09,Pending,4.31
TXN00959,2023-02-15,Axis,North,SWIFT,66976.95,Completed,1.28
TXN00960,2023-06-29,Kotak,South,IMPS,4321.41,Completed,0.97
TXN00961,2023-08-07,SBI,West,UPI,46210.11,Pending,0.58
TXN00962,2023-03-22,Axis,North,UPI,14075.0,Pending,1.85
TXN00963,2023-06-23,HDFC,North,IMPS,24657.11,Completed,4.24
TXN00964,2024-06-09,HDFC,West,NEFT,17032.61,Completed,0.79
TXN00965,2023-12-07,SBI,South,RTGS,21977.42,Pending,1.01
TXN00966,2023-06-10,Kotak,North,NEFT,63478.2,Completed,1.04
TXN00967,2024-10-31,ICICI,West,IMPS,17628.58,Pending,1.65
TXN00968,2023-10-27,SBI,North,IMPS,41782.18,Failed,0.52
TXN00969,2023-02-09,Axis,East,RTGS,32317.99,Completed,3.45
TXN00970,2024-05-21,Axis,Central,SWIFT,54483.3,Completed,0.7
TXN00971,2023-06-02,HDFC,East,SWIFT,138096.08,Pending,2.44
TXN00972,2024-11-24,Axis,North,RTGS,65945.26,Completed,1.44
TXN00973,2023-03-09,SBI,South,SWIFT,12099.78,Completed,1.76
TXN00974,2023-04-14,Axis,Central,UPI,1583.98,Failed,0.4
TXN00975,2023-11-04,SBI,East,SWIFT,15208.47,Completed,2.66
TXN00976,2023-04-14,ICICI,West,SWIFT,45203.03,Completed,0.42
TXN00977,2024-01-14,HDFC,South,SWIFT,2639.76,Completed,0.24
TXN00978,2023-03-05,Axis,East,UPI,34295.3,Completed,1.58
TXN00979,2024-08-30,SBI,West,SWIFT,45421.44,Completed,2.47
TXN00980,2023-12-11,Kotak,North,UPI,20341.59,Pending,0.1
TXN00981,2024-01-10,HDFC,West,RTGS,73682.5,Completed,0.14
TXN00982,2024-08-10,ICICI,East,NEFT,5635.95,Failed,3.25
TXN00983,2023-04-13,SBI,East,RTGS,3905.53,Completed,3.31
TXN00984,2023-09-12,ICICI,North,NEFT,65132.37,Failed,0.56
TXN00985,2023-05-01,ICICI,West,RTGS,34208.51,Completed,1.91
TXN00986,2024-03-19,Axis,West,NEFT,58302.13,Completed,1.17
TXN00987,2023-06-03,Axis,North,NEFT,28531.2,Completed,2.0
TXN00988,2024-11-29,SBI,West,IMPS,14144.81,Pending,3.97
TXN00989,2024-09-13,Kotak,North,NEFT,85491.18,Completed,0.17
TXN00990,2024-04-06,SBI,South,NEFT,80326.08,Failed,3.01
TXN00991,2024-12-10,Kotak,East,IMPS,59322.44,Completed,1.36
TXN00992,2024-11-18,ICICI,South,SWIFT,15882.68,Completed,1.66
TXN00993,2024-11-12,HDFC,Central,SWIFT,44608.04,Completed,2.12
TXN00994,2024-08-11,SBI,Central,IMPS,22390.5,Completed,5.12
TXN00995,2023-01-10,SBI,Central,UPI,4802.54,Completed,0.12
TXN00996,2023-10-09,Kotak,North,NEFT,124634.99,Completed,0.06
TXN00997,2023-04-29,ICICI,West,NEFT,7356.52,Failed,0.39
TXN00998,2024-06-11,ICICI,South,IMPS,150024.53,Completed,8.6
TXN00999,2023-04-06,Kotak,South,IMPS,29530.05,Completed,2.51
TXN01000,2024-09-13,ICICI,South,UPI,10236.51,Completed,1.91
TXN01001,2023-10-30,Axis,South,SWIFT,39033.49,Completed,0.1
TXN01002,2023-07-03,HDFC,Central,RTGS,103157.09,Failed,4.23
TXN01003,2024-09-03,SBI,South,SWIFT,65880.39,Completed,3.35
TXN01004,2024-01-02,HDFC,West,NEFT,82139.69,Completed,2.19
TXN01005,2023-04-26,SBI,Central,IMPS,53761.89,Completed,0.83
TXN01006,2023-11-07,Axis,South,UPI,58927.69,Failed,0.15
TXN01007,2024-01-31,ICICI,North,SWIFT,94588.6,Completed,1.74
TXN01008,2023-01-21,Kotak,East,UPI,14361.98,Completed,2.54
TXN01009,2024-01-01,Axis,East,SWIFT,33610.88,Failed,0.2
TXN01010,2023-03-16,HDFC,East,NEFT,12500.66,Completed,2.01
TXN01011,2023-04-29,Kotak,Central,RTGS,219777.92,Completed,0.67
TXN01012,2024-02-23,ICICI,South,UPI,144173.19,Completed,2.89
TXN01013,2024-07-30,Axis,Central,UPI,2011.26,Failed,1.55
TXN01014,2023-07-29,Kotak,West,RTGS,61136.58,Completed,0.28
TXN01015,2023-05-11,Axis,North,UPI,129679.18,Completed,1.5
TXN01016,2024-10-10,Axis,North,UPI,9957.64,Pending,1.01
TXN01017,2023-04-27,ICICI,East,SWIFT,41960.15,Failed,0.4
TXN01018,2023-06-04,SBI,East,SWIFT,123543.26,Pending,3.68
TXN01019,2024-05-24,Kotak,East,RTGS,1726.78,Completed,0.02
TXN01020,2024-06-27,ICICI,South,NEFT,59770.52,Failed,0.75
TXN01021,2024-06-04,Axis,West,UPI,17644.75,Completed,0.03
TXN01022,2023-11-18,ICICI,West,NEFT,129112.43,Completed,0.2
TXN01023,2023-07-04,SBI,West,RTGS,177123.5,Failed,0.71
TXN01024,2024-03-10,Kotak,West,RTGS,144358.68,Failed,0.11
TXN01025,2023-09-03,SBI,East,SWIFT,32143.07,Pending,1.82
TXN01026,2024-04-12,HDFC,North,UPI,99040.54,Completed,0.18
TXN01027,2023-08-08,Kotak,East,IMPS,93071.36,Completed,2.42
TXN01028,2024-12-12,SBI,West,RTGS,19217.03,Completed,0.11
TXN01029,2024-01-06,Axis,East,UPI,88279.88,Completed,0.12
TXN01030,2023-09-22,Kotak,West,NEFT,1885.49,Completed,0.73
TXN01031,2024-02-19,Kotak,Central,SWIFT,45350.43,Completed,4.54
TXN01032,2024-01-09,ICICI,North,NEFT,13068.81,Pending,2.05
TXN01033,2024-02-10,Axis,Central,RTGS,6423.89,Completed,2.94
TXN01034,2024-09-02,HDFC,South,RTGS,4003.77,Completed,0.31
TXN01035,2023-04-13,SBI,East,NEFT,59583.9,Completed,3.59
TXN01036,2023-01-02,ICICI,South,RTGS,20766.3,Completed,0.02
TXN01037,2024-04-26,SBI,East,UPI,64506.82,Failed,0.48
TXN01038,2024-11-07,HDFC,Central,RTGS,3379.5,Completed,1.91
TXN01039,2023-05-30,HDFC,West,SWIFT,18938.02,Pending,0.94
TXN01040,2024-06-14,Kotak,West,UPI,38771.18,Failed,8.29
TXN01041,2024-12-23,HDFC,East,IMPS,78204.87,Completed,0.06
TXN01042,2023-02-07,SBI,West,RTGS,19191.48,Completed,13.14
TXN01043,2024-10-19,Axis,Central,RTGS,49160.45,Completed,1.95
TXN01044,2023-06-27,Axis,West,SWIFT,108568.08,Failed,1.64
TXN01045,2024-04-01,Kotak,Central,SWIFT,47837.83,Completed,0.12
TXN01046,2024-04-20,SBI,South,NEFT,13260.78,Completed,0.64
TXN01047,2024-09-23,SBI,Central,NEFT,1235.17,Failed,5.17
TXN01048,2023-08-05,HDFC,North,NEFT,102049.08,Failed,0.87
TXN01049,2023-04-24,SBI,North,SWIFT,1074.94,Completed,2.17
TXN01050,2024-06-28,ICICI,North,NEFT,103852.89,Completed,15.19
TXN01051,2024-08-02,HDFC,East,NEFT,37638.19,Completed,0.61
TXN01052,2023-07-18,ICICI,East,IMPS,139899.59,Failed,1.72
TXN01053,2023-11-20,Kotak,East,NEFT,80168.63,Completed,2.38
TXN01054,2024-11-28,Axis,Central,RTGS,309109.72,Completed,0.36
TXN01055,2023-11-16,Kotak,East,SWIFT,21593.93,Failed,0.32
TXN01056,2023-03-16,Axis,South,UPI,72876.26,Failed,1.22
TXN01057,2023-12-28,Kotak,North,IMPS,25702.45,Completed,0.97
TXN01058,2023-05-25,SBI,Central,SWIFT,32684.37,Pending,2.51
TXN01059,2024-03-27,ICICI,North,SWIFT,49376.65,Completed,0.14
TXN01060,2024-10-07,Axis,East,RTGS,103445.7,Completed,7.16
TXN01061,2024-09-09,HDFC,Central,NEFT,207019.85,Pending,0.03
TXN01062,2024-03-22,ICICI,West,RTGS,73109.86,Completed,1.84
TXN01063,2024-11-27,HDFC,South,NEFT,27044.21,Completed,1.65
TXN01064,2024-11-18,ICICI,East,NEFT,27353.48,Failed,0.29
TXN01065,2024-10-24,ICICI,East,SWIFT,66890.89,Completed,0.33
TXN01066,2023-08-22,Kotak,South,NEFT,13641.46,Completed,3.15
TXN01067,2024-01-01,Axis,South,IMPS,5853.33,Failed,4.37
TXN01068,2024-06-26,Axis,West,IMPS,21895.97,Completed,0.67
TXN01069,2024-08-05,ICICI,East,IMPS,16930.46,Completed,1.15
TXN01070,2023-07-02,SBI,East,SWIFT,17570.73,Completed,0.88
TXN01071,2024-07-25,SBI,North,RTGS,13303.06,Pending,0.15
TXN01072,2023-06-20,HDFC,Central,UPI,2150.24,Pending,2.24
TXN01073,2024-03-14,HDFC,Central,NEFT,901.78,Failed,3.49
TXN01074,2023-06-28,Kotak,North,UPI,219998.9,Failed,0.73
TXN01075,2023-04-26,ICICI,Central,RTGS,27910.99,Failed,9.25
TXN01076,2024-08-08,HDFC,South,RTGS,24251.94,Completed,0.16
TXN01077,2023-12-15,HDFC,Central,SWIFT,56916.63,Completed,2.17
TXN01078,2024-05-19,ICICI,Central,IMPS,12311.26,Failed,1.19
TXN01079,2024-02-25,Kotak,North,IMPS,149747.81,Failed,1.18
TXN01080,2024-05-16,HDFC,West,RTGS,77169.64,Completed,1.22
TXN01081,2024-07-13,Kotak,Central,SWIFT,4683.18,Completed,0.6
TXN01082,2023-08-11,Axis,Central,SWIFT,27028.24,Completed,2.51
TXN01083,2024-06-07,Kotak,West,NEFT,105647.15,Completed,2.56
TXN01084,2024-02-28,SBI,North,IMPS,144778.08,Failed,0.66
TXN01085,2024-11-27,SBI,West,RTGS,31499.37,Completed,3.61
TXN01086,2023-03-11,Kotak,North,UPI,47519.71,Completed,0.76
TXN01087,2023-12-05,SBI,South,IMPS,9138.12,Failed,2.58
TXN01088,2024-02-08,Axis,North,NEFT,236472.23,Failed,0.26
TXN01089,2024-05-06,ICICI,South,SWIFT,13176.91,Failed,0.37
TXN01090,2024-05-29,SBI,South,RTGS,143000.47,Failed,0.76
TXN01091,2023-11-30,SBI,North,IMPS,52440.65,Completed,1.8
TXN01092,2023-05-22,Kotak,East,UPI,46791.11,Completed,2.07
TXN01093,2024-03-25,Axis,North,NEFT,718851.75,Pending,1.01
TXN01094,2024-02-13,ICICI,Central,NEFT,13111.75,Completed,0.16
TXN01095,2023-10-20,Kotak,Central,IMPS,9711.29,Completed,0.94
TXN01096,2024-05-03,Kotak,East,UPI,12454.24,Completed,2.33
TXN01097,2024-03-17,Axis,South,NEFT,10316.67,Failed,2.22
TXN01098,2024-02-18,ICICI,East,RTGS,75612.04,Failed,0.35
TXN01099,2023-03-18,Axis,Central,NEFT,21548.78,Failed,0.02
TXN01100,2023-09-19,ICICI,East,UPI,2979.15,Completed,2.8
TXN01101,2023-05-18,Axis,North,SWIFT,173854.21,Completed,0.22
TXN01102,2023-07-21,Kotak,East,SWIFT,107616.05,Completed,0.17
TXN01103,2023-12-20,Kotak,South,IMPS,131382.73,Pending,0.01
TXN01104,2023-09-18,HDFC,North,UPI,264002.49,Completed,1.13
TXN01105,2024-02-19,SBI,West,NEFT,9551.68,Completed,1.4
TXN01106,2024-01-21,Axis,Central,NEFT,25229.09,Failed,2.03
